txn_date,biller_id,txn_value,txn_amount,txn_count_amt_2000_2500
2024-10-30,B012,79389,488186708.17,2340
2024-10-30,B013,102673,635253586.27,3034
2024-10-30,B014,49437,303747848.67,1442
2024-10-30,B015,93139,569157933.56,2780
2024-10-30,B016,109435,677765072.03,3193
2024-10-30,B017,116911,716832778.92,3454
2024-10-30,B018,53258,328684743.89,1566
2024-10-30,B019,72103,444125082.92,2057
2024-10-30,B020,89724,557508969.91,2708
2024-10-30,B021,101528,625663329.74,3141
2024-10-30,B022,81400,505841351.43,2455
2024-10-30,B023,128014,785318063.22,3791
2024-10-30,B024,76248,469488470.42,2304
2024-10-30,B025,55836,341166057.18,1634
2024-10-30,B026,70851,432019269.38,2066
2024-10-30,B027,122039,751886305.31,3611
2024-10-30,B028,82498,512334220.28,2432
2024-10-30,B029,121677,750353723.59,3583
2024-10-30,B030,112018,689747450.14,3269
2024-10-30,B031,127214,783464888.79,3769
2024-10-30,B032,152950,948348876.27,4570
2024-10-30,B033,82604,503900389.89,2475
2024-10-30,B034,121504,748767441.0,3550
2024-10-30,B035,73735,456251573.58,2170
2024-10-30,B036,135565,838405636.42,4035
2024-10-30,B037,151121,926431936.5,4617
2024-10-30,B038,50052,306494041.51,1478
2024-10-30,B039,134292,820699903.31,4072
2024-10-30,B040,71495,437085301.81,2141
2024-10-30,B041,59181,364682508.99,1761
2024-10-30,B042,88894,543539672.37,2644
2024-10-30,B043,114607,699208906.31,3326
2024-10-30,B044,63819,389924366.36,1956
2024-10-30,B045,119653,733870107.6,3640
2024-10-30,B046,130205,802199858.22,3855
2024-10-30,B047,93519,578023981.8,2869
2024-10-30,B048,81516,501529191.97,2453
2024-10-30,B049,99431,609079024.36,2842
2024-10-30,B050,139048,851925771.44,4111
2024-10-30,B051,113160,689255232.16,3266
2024-10-30,B052,64511,400525766.82,1915
2024-10-30,B053,83042,511364658.79,2435
2024-10-30,B054,77815,477503322.52,2337
2024-10-30,B055,86326,530690219.59,2518
2024-10-30,B056,125131,771816967.68,3754
2024-10-30,B057,83314,510029236.33,2389
2024-10-30,B058,93859,580856759.97,2768
2024-10-30,B059,71725,440703759.99,2093
2024-10-30,B060,144686,894370795.77,4234
2024-10-30,B061,52965,323153210.99,1528
2024-10-30,B062,138874,848380816.57,4123
2024-10-30,B063,133229,818033052.55,3968
2024-10-30,B064,58900,363372955.24,1742
2024-10-30,B065,117656,727823862.05,3553
2024-10-30,B066,130157,805963169.74,3934
2024-10-30,B067,55135,334599540.15,1646
2024-10-30,B068,127495,791451546.01,3880
2024-10-30,B069,139911,855193231.91,4139
2024-10-30,B070,67020,412596358.99,1954
2024-10-30,B071,148749,914549234.07,4562
2024-10-30,B072,78550,481831924.52,2363
2024-10-30,B073,89840,547404439.11,2704
2024-10-30,B074,137673,839881162.62,3969
2024-10-30,B075,99710,616023856.32,2943
2024-10-30,B076,71271,439222860.95,2135
2024-10-30,B077,146006,904006303.08,4375
2024-10-30,B078,152812,937935056.2,4569
2024-10-30,B079,118634,729092629.87,3525
2024-10-30,B080,84962,517323963.1,2493
2024-10-30,B081,52276,319950564.13,1498
2024-10-30,B082,96801,595282731.67,2970
2024-10-30,B083,59551,365857885.99,1772
2024-10-30,B084,73232,450448299.27,2222
2024-10-30,B085,145100,892516312.32,4190
2024-10-30,B086,63356,390863995.82,1875
2024-10-30,B087,113112,695728832.58,3320
2024-10-30,B088,102486,633752075.65,3070
2024-10-30,B089,66085,406067991.46,1958
2024-10-30,B090,97882,604115397.2,2899
2024-10-30,B091,85164,531042941.2,2521
2024-10-30,B092,77139,472499648.61,2193
2024-10-30,B093,73747,454729774.95,2137
2024-10-30,B094,117629,736920271.39,3643
2024-10-30,B095,69580,431413914.77,2053
2024-10-30,B096,125088,766454710.9,3788
2024-10-30,B097,109898,670461953.38,3302
2024-10-30,B098,110001,677631021.01,3223
2024-10-30,B099,61344,378993619.98,1830
2024-10-30,B100,80695,496633729.22,2373
2024-10-31,B001,105401,642530791.4,3065
2024-10-31,B002,61182,376397821.33,1840
2024-10-31,B003,110773,681966850.76,3287
2024-10-31,B004,107230,659636792.21,3194
2024-10-31,B005,93741,579201906.3,2780
2024-10-31,B006,113868,700558850.57,3488
2024-10-31,B007,77314,478502520.02,2336
2024-10-31,B008,125533,774540540.02,3696
2024-10-31,B009,98092,604201910.82,2911
2024-10-31,B010,100682,611216855.58,3048
2024-10-31,B011,62687,389210125.45,1963
2024-10-31,B012,79906,496034523.91,2405
2024-10-31,B013,140674,858743444.85,4161
2024-10-31,B014,65398,402783776.71,1939
2024-10-31,B015,127201,772631423.75,3707
2024-10-31,B016,82825,503545720.72,2439
2024-10-31,B017,140201,863196102.17,4178
2024-10-31,B018,101210,618482419.73,3024
2024-10-31,B019,67115,407771570.03,1945
2024-10-31,B020,110507,682089304.87,3265
2024-10-31,B021,76165,470353473.52,2249
2024-10-31,B022,66726,410622609.16,1957
2024-10-31,B023,143813,882437031.86,4205
2024-10-31,B024,114327,702603578.29,3498
2024-10-31,B025,131494,809786199.18,3904
2024-10-31,B026,140052,864192709.44,4208
2024-10-31,B027,146411,900118034.77,4386
2024-10-31,B028,146488,893083123.76,4440
2024-10-31,B029,110545,671789663.83,3366
2024-10-31,B030,113978,698827747.44,3341
2024-10-31,B031,75301,461504057.49,2214
2024-10-31,B032,82181,503422992.23,2463
2024-10-31,B033,131257,807873919.45,3898
2024-10-31,B034,103039,633716492.97,3028
2024-10-31,B035,99256,617882753.3,3014
2024-10-31,B036,130693,798519434.24,3897
2024-10-31,B037,46560,283839656.76,1344
2024-10-31,B038,90555,555446216.48,2691
2024-10-31,B039,122975,753852887.89,3663
2024-10-31,B040,136186,835916121.69,4106
2024-10-31,B041,122561,753267881.8,3738
2024-10-31,B042,56516,346846187.03,1668
2024-10-31,B043,108860,670932918.29,3214
2024-10-31,B044,88469,543907069.37,2702
2024-10-31,B045,137665,840501758.31,4199
2024-10-31,B046,106458,659733336.74,3211
2024-10-31,B047,76315,466424889.63,2295
2024-10-31,B048,54107,334554938.83,1644
2024-10-31,B049,116916,715092278.75,3531
2024-10-31,B050,125338,773045891.3,3635
2024-10-31,B051,101917,628471844.3,3052
2024-10-31,B052,78076,478962357.67,2369
2024-10-31,B053,128650,787118725.89,3805
2024-10-31,B054,94049,569509291.04,2857
2024-10-31,B055,103809,631653378.46,3103
2024-10-31,B056,144235,892647068.63,4408
2024-10-31,B057,79907,496808526.61,2390
2024-10-31,B058,79468,490412761.88,2388
2024-10-31,B059,86754,534489242.16,2610
2024-10-31,B060,56016,348356218.76,1686
2024-10-31,B061,89821,551417490.37,2676
2024-10-31,B062,60476,375814229.22,1742
2024-10-31,B063,127266,786545150.83,3778
2024-10-31,B064,66799,400641635.57,2017
2024-10-31,B065,72052,445134599.11,2159
2024-10-31,B066,124547,768936303.51,3764
2024-10-31,B067,100513,618878707.03,2969
2024-10-31,B068,91939,563481970.53,2690
2024-10-31,B069,124618,767541942.33,3730
2024-10-31,B070,147272,906260284.81,4328
2024-10-31,B071,107053,655151498.75,3227
2024-10-31,B072,69486,426107697.29,2033
2024-10-31,B073,57493,357641083.23,1734
2024-10-31,B074,137512,837463072.59,4068
2024-10-31,B075,60783,365387172.37,1795
2024-10-31,B076,109201,676480036.82,3214
2024-10-31,B077,115737,710706796.59,3513
2024-10-31,B078,120921,736179463.92,3576
2024-10-31,B079,125144,766273172.98,3633
2024-10-31,B080,144711,890322280.55,4273
2024-10-31,B081,147678,913525462.25,4366
2024-10-31,B082,129860,799175762.33,3864
2024-10-31,B083,80647,497131884.49,2364
2024-10-31,B084,135645,831094301.04,4003
2024-10-31,B085,142588,876064778.18,4266
2024-10-31,B086,74418,458500070.88,2266
2024-10-31,B087,86614,534292196.77,2589
2024-10-31,B088,106637,655230451.65,3187
2024-10-31,B089,81801,501690799.68,2484
2024-10-31,B090,52350,318702605.16,1463
2024-10-31,B091,100935,620371962.54,2988
2024-10-31,B092,113628,703948125.42,3406
2024-10-31,B093,89472,548883936.55,2680
2024-10-31,B094,105639,640471666.1,3139
2024-10-31,B095,124519,754555714.48,3713
2024-10-31,B096,112123,692363281.31,3322
2024-10-31,B097,129297,793992347.73,3967
2024-10-31,B098,74412,451072588.38,2212
2024-10-31,B099,134584,832016620.5,4020
2024-10-31,B100,120470,743240331.37,3585
2024-11-01,B001,124644,774013222.8,3633
2024-11-01,B002,116410,711901557.14,3404
2024-11-01,B003,74450,457293558.71,2235
2024-11-01,B004,123344,754673304.77,3648
2024-11-01,B005,151981,932813686.29,4610
2024-11-01,B006,115902,708925819.47,3418
2024-11-01,B007,106078,655967493.9,3171
2024-11-01,B008,126564,775678999.41,3648
2024-11-01,B009,73174,451304920.45,2110
2024-11-01,B010,59099,364302161.14,1770
2024-11-01,B011,54362,335180404.12,1625
2024-11-01,B012,97523,597609225.73,2836
2024-11-01,B013,118418,729602721.67,3533
2024-11-01,B014,130592,802898405.12,3830
2024-11-01,B015,86075,522680109.99,2557
2024-11-01,B016,74511,460884071.72,2190
2024-11-01,B017,102764,640396193.08,3105
2024-11-01,B018,54086,331036038.33,1602
2024-11-01,B019,125470,768883552.52,3628
2024-11-01,B020,144842,886370882.41,4285
2024-11-01,B021,107203,654874224.93,3256
2024-11-01,B022,97375,599580971.87,2859
2024-11-01,B023,86464,535449087.35,2598
2024-11-01,B024,62392,381039321.0,1890
2024-11-01,B025,98131,607724531.4,2905
2024-11-01,B026,77433,473162867.44,2218
2024-11-01,B027,122011,752884770.94,3681
2024-11-01,B028,135595,841749810.8,3994
2024-11-01,B029,140855,868944798.54,4176
2024-11-01,B030,93704,572315449.38,2861
2024-11-01,B031,73034,448356165.23,2209
2024-11-01,B032,85164,523296980.41,2607
2024-11-01,B033,135141,830433654.73,4060
2024-11-01,B034,106656,654846082.26,3187
2024-11-01,B035,123840,765475532.83,3763
2024-11-01,B036,112487,686272805.76,3340
2024-11-01,B037,122228,752935338.56,3633
2024-11-01,B038,83527,517262064.82,2482
2024-11-01,B039,54610,338529891.59,1613
2024-11-01,B040,117663,714374969.94,3472
2024-11-01,B041,58268,354584422.42,1698
2024-11-01,B042,143261,887618236.31,4305
2024-11-01,B043,109724,675082291.6,3200
2024-11-01,B044,98790,613238603.81,3060
2024-11-01,B045,94307,582931290.44,2834
2024-11-01,B046,123833,756296800.77,3768
2024-11-01,B047,138738,857039874.78,4067
2024-11-01,B048,92267,569272973.27,2739
2024-11-01,B049,123486,752561592.72,3644
2024-11-01,B050,110052,682536644.29,3303
2024-11-01,B051,93088,566669748.14,2719
2024-11-01,B052,145535,891750728.75,4359
2024-11-01,B053,49125,306235807.34,1520
2024-11-01,B054,54898,336725707.37,1626
2024-11-01,B055,142178,878857843.17,4264
2024-11-01,B056,118062,725371369.95,3382
2024-11-01,B057,112154,692170814.45,3347
2024-11-01,B058,51306,313094213.67,1548
2024-11-01,B059,91544,557034466.65,2776
2024-11-01,B060,98849,614796681.35,2957
2024-11-01,B061,149665,927781399.93,4466
2024-11-01,B062,116696,721948563.75,3495
2024-11-01,B063,132590,811503391.97,3965
2024-11-01,B064,101454,623216717.36,3068
2024-11-01,B065,76907,470015733.95,2315
2024-11-01,B066,106040,649576735.42,3247
2024-11-01,B067,55204,341283681.18,1605
2024-11-01,B068,149152,927051370.22,4400
2024-11-01,B069,85430,530791589.4,2621
2024-11-01,B070,83581,511420143.77,2540
2024-11-01,B071,135595,835801146.38,4053
2024-11-01,B072,112279,689939103.82,3477
2024-11-01,B073,53290,326041687.54,1550
2024-11-01,B074,133807,826565484.71,3927
2024-11-01,B075,104117,637898671.23,3099
2024-11-01,B076,67948,416318722.9,2027
2024-11-01,B077,111561,687000311.92,3287
2024-11-01,B078,88324,544999774.94,2573
2024-11-01,B079,145176,897535622.13,4270
2024-11-01,B080,83516,510558622.62,2525
2024-11-01,B081,77824,473315861.23,2410
2024-11-01,B082,118524,734139051.99,3493
2024-11-01,B083,108447,671768534.08,3246
2024-11-01,B084,142784,875141654.48,4260
2024-11-01,B085,125365,771546018.94,3747
2024-11-01,B086,115688,707390228.73,3430
2024-11-01,B087,129960,799815400.12,3872
2024-11-01,B088,109804,677069324.9,3189
2024-11-01,B089,96269,592785723.31,2885
2024-11-01,B090,83396,510232835.13,2538
2024-11-01,B091,120865,745774533.45,3679
2024-11-01,B092,113443,691514526.13,3386
2024-11-01,B093,74737,461763206.8,2295
2024-11-01,B094,134422,833720491.37,4067
2024-11-01,B095,105237,641965544.91,3063
2024-11-01,B096,58127,354286091.27,1744
2024-11-01,B097,62677,384801255.53,1858
2024-11-01,B098,66477,402506515.8,2033
2024-11-01,B099,98381,603089035.16,2954
2024-11-01,B100,122021,751465142.86,3535
2024-11-02,B001,152983,937535650.52,4488
2024-11-02,B002,148977,921667248.78,4479
2024-11-02,B003,85901,528269720.76,2471
2024-11-02,B004,103574,639618072.27,3161
2024-11-02,B005,89536,548719933.87,2637
2024-11-02,B006,148282,908373716.33,4466
2024-11-02,B007,68598,422763882.55,1963
2024-11-02,B008,82445,501965661.01,2543
2024-11-02,B009,113745,704020220.08,3333
2024-11-02,B010,152865,932589158.78,4541
2024-11-02,B011,88533,545896292.9,2627
2024-11-02,B012,65771,408958219.55,1851
2024-11-02,B013,91314,562311738.93,2693
2024-11-02,B014,97882,598107906.03,2989
2024-11-02,B015,63157,391735430.13,1844
2024-11-02,B016,123184,758383005.89,3659
2024-11-02,B017,59869,371728450.13,1768
2024-11-02,B018,140924,869353849.68,4158
2024-11-02,B019,132439,803672228.16,3879
2024-11-02,B020,123177,746162043.99,3753
2024-11-02,B021,129746,797011726.81,3848
2024-11-02,B022,107333,655696471.77,3301
2024-11-02,B023,123821,758984800.21,3781
2024-11-02,B024,125988,775580360.83,3763
2024-11-02,B025,49008,302765011.06,1453
2024-11-02,B026,74836,460851981.15,2300
2024-11-02,B027,97999,611370415.72,2922
2024-11-02,B028,136782,845412464.82,4053
2024-11-02,B029,122472,749604213.51,3651
2024-11-02,B030,65401,408522779.78,1914
2024-11-02,B031,135251,831150489.17,4166
2024-11-02,B032,134879,825442683.29,4069
2024-11-02,B033,75615,467858472.07,2290
2024-11-02,B034,90064,550834043.32,2672
2024-11-02,B035,124380,770978882.82,3666
2024-11-02,B036,84242,519697224.62,2595
2024-11-02,B037,62830,385618581.71,1887
2024-11-02,B038,71037,441236318.61,2104
2024-11-02,B039,128363,787402883.6,3790
2024-11-02,B040,120294,740940390.22,3634
2024-11-02,B041,145273,898552106.72,4252
2024-11-02,B042,141845,869381469.04,4235
2024-11-02,B043,96692,600497094.06,2926
2024-11-02,B044,59369,363822144.21,1746
2024-11-02,B045,131811,801998137.72,3918
2024-11-02,B046,139976,862217210.13,4275
2024-11-02,B047,90934,562418107.13,2747
2024-11-02,B048,51372,314078553.02,1624
2024-11-02,B049,115591,707545493.15,3403
2024-11-02,B050,102407,636091209.97,3017
2024-11-02,B051,142314,880242138.19,4302
2024-11-02,B052,64875,397457250.96,2012
2024-11-02,B053,110994,677506397.38,3294
2024-11-02,B054,56355,350053978.08,1667
2024-11-02,B055,132182,815286483.47,4044
2024-11-02,B056,81375,501496485.06,2370
2024-11-02,B057,95924,591495033.72,2816
2024-11-02,B058,99712,619006678.12,2941
2024-11-02,B059,127513,775061326.5,3787
2024-11-02,B060,121669,747402957.24,3665
2024-11-02,B061,129689,797341588.09,3880
2024-11-02,B062,51040,311025091.58,1570
2024-11-02,B063,107488,659216237.94,3257
2024-11-02,B064,73972,455902260.37,2230
2024-11-02,B065,97946,600088983.45,2951
2024-11-02,B066,75960,468063402.25,2225
2024-11-02,B067,60023,364811005.76,1758
2024-11-02,B068,56253,339067863.7,1634
2024-11-02,B069,142974,873867622.72,4191
2024-11-02,B070,51082,312956539.55,1474
2024-11-02,B071,87663,545571762.7,2580
2024-11-02,B072,76445,462508165.6,2306
2024-11-02,B073,137013,840218560.61,4040
2024-11-02,B074,94289,586436078.4,2778
2024-11-02,B075,67920,414464259.04,2018
2024-11-02,B076,108493,667856701.23,3216
2024-11-02,B077,67250,406914047.77,2008
2024-11-02,B078,66104,407207782.37,2004
2024-11-02,B079,135068,823324383.83,4024
2024-11-02,B080,106964,654378187.07,3158
2024-11-02,B081,110075,684771226.15,3145
2024-11-02,B082,145491,891000115.01,4331
2024-11-02,B083,90061,552459141.82,2681
2024-11-02,B084,116040,712450396.15,3429
2024-11-02,B085,101564,623149709.73,3036
2024-11-02,B086,137859,849686066.72,4052
2024-11-02,B087,118786,730864653.0,3577
2024-11-02,B088,102196,631170398.03,3067
2024-11-02,B089,49184,306383019.83,1492
2024-11-02,B090,57969,356949541.01,1770
2024-11-02,B091,115995,710368569.58,3449
2024-11-02,B092,128768,796057147.97,3933
2024-11-02,B093,66960,410210121.5,2006
2024-11-02,B094,84564,524986693.78,2496
2024-11-02,B095,148117,907531169.45,4320
2024-11-02,B096,94319,580579391.29,2797
2024-11-02,B097,65731,403237843.1,2066
2024-11-02,B098,100409,618820302.5,3006
2024-11-02,B099,79404,487700963.92,2332
2024-11-02,B100,105182,647630049.04,3152
2024-11-03,B001,107582,661020812.62,3255
2024-11-03,B002,126329,779704002.64,3669
2024-11-03,B003,53554,329482633.38,1589
2024-11-03,B004,54715,336800342.06,1646
2024-11-03,B005,109271,669616184.86,3283
2024-11-03,B006,133760,816630748.88,3920
2024-11-03,B007,153107,933698202.02,4619
2024-11-03,B008,56913,347263214.34,1660
2024-11-03,B009,55385,338772329.71,1656
2024-11-03,B010,117557,719083805.24,3602
2024-11-03,B011,133831,825596718.37,3985
2024-11-03,B012,80192,493956708.75,2359
2024-11-03,B013,122765,761933900.98,3697
2024-11-03,B014,102721,630173387.74,3065
2024-11-03,B015,83990,518865557.16,2468
2024-11-03,B016,63853,399020983.67,1920
2024-11-03,B017,49661,308113944.63,1495
2024-11-03,B018,144830,887162923.14,4268
2024-11-03,B019,125219,769707174.97,3756
2024-11-03,B020,126101,771422487.97,3678
2024-11-03,B021,88580,542591085.48,2665
2024-11-03,B022,76706,469626694.86,2286
2024-11-03,B023,143032,876080281.68,4311
2024-11-03,B024,108441,672498234.63,3346
2024-11-03,B025,93194,576339707.81,2697
2024-11-03,B026,71894,436460661.28,2115
2024-11-03,B027,116255,712313187.57,3457
2024-11-03,B028,113777,697892116.33,3370
2024-11-03,B029,141987,880218586.83,4205
2024-11-03,B030,143549,884144956.28,4256
2024-11-03,B031,110509,688077950.57,3282
2024-11-03,B032,82202,502412274.84,2436
2024-11-03,B033,52006,323059303.53,1564
2024-11-03,B034,75334,459858141.28,2255
2024-11-03,B035,97628,595784007.4,2910
2024-11-03,B036,89475,549738494.83,2670
2024-11-03,B037,55001,332786613.2,1617
2024-11-03,B038,152450,931547507.35,4456
2024-11-03,B039,66696,416300488.45,1965
2024-11-03,B040,55608,342169561.39,1606
2024-11-03,B041,61389,378680797.02,1893
2024-11-03,B042,143172,883354430.9,4336
2024-11-03,B043,79107,488843210.9,2389
2024-11-03,B044,115982,717607902.32,3447
2024-11-03,B045,97413,597464907.11,3008
2024-11-03,B046,110393,676212255.35,3336
2024-11-03,B047,128505,786101489.54,3904
2024-11-03,B048,56035,344760303.23,1672
2024-11-03,B049,89464,546725726.7,2716
2024-11-03,B050,97445,597841459.05,2932
2024-11-03,B051,55800,344709598.12,1611
2024-11-03,B052,75547,461902200.01,2288
2024-11-03,B053,88871,546437952.2,2701
2024-11-03,B054,127708,790906936.53,3834
2024-11-03,B055,77552,475412513.22,2298
2024-11-03,B056,53248,321714486.47,1512
2024-11-03,B057,143102,876331601.56,4249
2024-11-03,B058,83583,512353162.67,2439
2024-11-03,B059,100413,621896209.91,3033
2024-11-03,B060,60659,374743481.82,1829
2024-11-03,B061,102090,625874670.65,3031
2024-11-03,B062,125427,778221896.69,3813
2024-11-03,B063,119613,736669248.72,3652
2024-11-03,B064,142274,876387584.82,4235
2024-11-03,B065,83882,512373496.88,2515
2024-11-03,B066,145067,895879224.26,4329
2024-11-03,B067,80297,503472711.63,2427
2024-11-03,B068,116614,709246364.9,3456
2024-11-03,B069,81811,506681890.44,2394
2024-11-03,B070,114158,714496595.94,3333
2024-11-03,B071,146815,896990904.64,4358
2024-11-03,B072,122817,759909578.47,3622
2024-11-03,B073,54965,335279397.97,1610
2024-11-03,B074,85549,523785496.51,2488
2024-11-03,B075,141686,878464368.33,4193
2024-11-03,B076,108107,666990474.79,3169
2024-11-03,B077,93667,577533255.01,2792
2024-11-03,B078,72892,438592471.21,2176
2024-11-03,B079,128738,795970799.64,3787
2024-11-03,B080,131080,808438193.82,3853
2024-11-03,B081,52848,322695814.49,1544
2024-11-03,B082,119781,734859346.3,3527
2024-11-03,B083,148910,909115978.28,4446
2024-11-03,B084,62687,383941071.14,1775
2024-11-03,B085,139278,853760733.48,4207
2024-11-03,B086,51432,317292213.07,1518
2024-11-03,B087,57165,353640525.32,1666
2024-11-03,B088,65356,402742549.25,1967
2024-11-03,B089,60663,374308138.43,1802
2024-11-03,B090,119600,736126309.82,3556
2024-11-03,B091,96404,593191102.32,2984
2024-11-03,B092,135306,835864916.92,4069
2024-11-03,B093,68246,423506861.98,1993
2024-11-03,B094,149855,929271113.46,4457
2024-11-03,B095,133841,826331981.29,4045
2024-11-03,B096,86598,529441444.03,2643
2024-11-03,B097,126554,778737460.97,3860
2024-11-03,B098,138984,857024699.96,4013
2024-11-03,B099,66879,406413578.82,2009
2024-11-03,B100,139820,863632958.37,4116
2024-11-04,B001,109316,672310761.79,3231
2024-11-04,B002,77189,475044482.73,2384
2024-11-04,B003,116961,711019349.13,3475
2024-11-04,B004,103566,638010900.04,3013
2024-11-04,B005,106872,661062712.31,3191
2024-11-04,B006,108641,670915035.05,3186
2024-11-04,B007,119481,737348580.69,3483
2024-11-04,B008,99616,621124782.96,2943
2024-11-04,B009,80448,490242649.46,2452
2024-11-04,B010,61401,369116285.74,1826
2024-11-04,B011,135183,830314315.63,4024
2024-11-04,B012,107963,656887991.6,3168
2024-11-04,B013,77425,476485125.93,2319
2024-11-04,B014,62854,383558044.81,1861
2024-11-04,B015,103691,646289905.29,3133
2024-11-04,B016,115654,714662137.75,3443
2024-11-04,B017,94031,586608311.63,2704
2024-11-04,B018,84009,517692089.67,2429
2024-11-04,B019,144027,881849856.21,4317
2024-11-04,B020,59972,370812400.84,1775
2024-11-04,B021,66134,408364889.62,2032
2024-11-04,B022,55111,337327254.95,1631
2024-11-04,B023,62401,386177098.0,1881
2024-11-04,B024,49542,307250437.48,1519
2024-11-04,B025,107238,653993449.67,3220
2024-11-04,B026,49610,297151247.33,1466
2024-11-04,B027,58333,360063886.05,1748
2024-11-04,B028,67748,410466225.28,1968
2024-11-04,B029,88408,544188355.34,2496
2024-11-04,B030,124444,767100378.33,3719
2024-11-04,B031,130642,805860607.96,3920
2024-11-04,B032,82170,498380868.13,2390
2024-11-04,B033,110778,676497311.56,3279
2024-11-04,B034,136099,841934863.14,3959
2024-11-04,B035,81900,502501894.18,2405
2024-11-04,B036,128835,789357401.88,3932
2024-11-04,B037,52033,318570855.53,1497
2024-11-04,B038,58298,359625076.62,1724
2024-11-04,B039,94886,580463712.79,2783
2024-11-04,B040,64120,395055467.28,1942
2024-11-04,B041,120831,744916483.4,3668
2024-11-04,B042,139116,857243107.01,4202
2024-11-04,B043,123145,753508968.38,3665
2024-11-04,B044,141166,871757046.88,4144
2024-11-04,B045,140786,865892328.29,4180
2024-11-04,B046,95753,595567932.33,2860
2024-11-04,B047,90198,549051519.17,2759
2024-11-04,B048,148620,917440909.74,4396
2024-11-04,B049,136299,834972166.37,3873
2024-11-04,B050,105228,642511308.69,3079
2024-11-04,B051,113550,700712895.14,3280
2024-11-04,B052,127548,782104912.98,3802
2024-11-04,B053,56761,345345340.37,1654
2024-11-04,B054,76178,474215960.14,2286
2024-11-04,B055,63323,388862713.28,1873
2024-11-04,B056,143501,877690702.75,4259
2024-11-04,B057,55237,339292364.71,1667
2024-11-04,B058,138781,866445753.24,4129
2024-11-04,B059,77033,476424586.67,2289
2024-11-04,B060,82439,506479962.91,2481
2024-11-04,B061,120075,736289740.44,3549
2024-11-04,B062,80414,491232195.04,2380
2024-11-04,B063,144107,887669261.99,4311
2024-11-04,B064,99375,611877289.39,2957
2024-11-04,B065,88901,548908951.62,2670
2024-11-04,B066,122584,756553561.66,3645
2024-11-04,B067,94787,580088290.05,2846
2024-11-04,B068,90480,551298918.77,2681
2024-11-04,B069,86122,527724743.09,2593
2024-11-04,B070,77228,476631728.74,2261
2024-11-04,B071,115043,702547716.38,3444
2024-11-04,B072,146083,897130961.17,4337
2024-11-04,B073,72781,447446330.28,2195
2024-11-04,B074,96026,591626223.99,2906
2024-11-04,B075,59658,370253282.1,1853
2024-11-04,B076,90187,557215527.36,2608
2024-11-04,B077,134064,821436692.4,3990
2024-11-04,B078,49916,302174417.32,1494
2024-11-04,B079,97992,595964170.01,2935
2024-11-04,B080,128426,779551180.66,3805
2024-11-04,B081,53864,330273092.03,1631
2024-11-04,B082,94665,580210239.55,2782
2024-11-04,B083,89727,551077900.56,2745
2024-11-04,B084,126770,781733161.69,3832
2024-11-04,B085,75868,464776154.01,2338
2024-11-04,B086,132570,814822125.58,4023
2024-11-04,B087,145950,890280611.16,4415
2024-11-04,B088,107971,660661828.16,3220
2024-11-04,B089,62200,381429842.3,1853
2024-11-04,B090,68178,413190766.0,2111
2024-11-04,B091,59317,366722548.5,1832
2024-11-04,B092,139518,854921881.27,4143
2024-11-04,B093,71262,440486248.09,2192
2024-11-04,B094,62503,388018583.38,1855
2024-11-04,B095,103661,635867054.72,3071
2024-11-04,B096,87459,539416863.18,2564
2024-11-04,B097,133606,825170803.1,3952
2024-11-04,B098,55819,348668737.26,1652
2024-11-04,B099,147922,909038906.29,4391
2024-11-04,B100,89618,550568521.14,2760
2024-11-05,B001,142380,870907434.73,4232
2024-11-05,B002,78480,490292140.69,2346
2024-11-05,B003,103639,632463715.08,3081
2024-11-05,B004,107719,661846994.29,3257
2024-11-05,B005,51183,316685544.4,1509
2024-11-05,B006,98410,600920117.55,2946
2024-11-05,B007,114161,704870243.53,3379
2024-11-05,B008,125940,772232921.07,3761
2024-11-05,B009,125562,768360463.57,3726
2024-11-05,B010,129836,793986429.3,3886
2024-11-05,B011,126970,781428171.62,3750
2024-11-05,B012,110530,683458411.51,3325
2024-11-05,B013,142407,878800429.05,4182
2024-11-05,B014,127337,785868203.75,3839
2024-11-05,B015,133267,820520910.62,3919
2024-11-05,B016,132971,813926528.54,4009
2024-11-05,B017,120714,738822791.51,3658
2024-11-05,B018,79409,490084504.24,2400
2024-11-05,B019,89228,554829287.95,2713
2024-11-05,B020,76730,472985607.33,2262
2024-11-05,B021,137461,848077744.95,4110
2024-11-05,B022,118952,723734929.97,3434
2024-11-05,B023,130886,812718967.67,3795
2024-11-05,B024,146000,893625588.93,4381
2024-11-05,B025,82314,503896643.37,2441
2024-11-05,B026,70153,427144341.95,2067
2024-11-05,B027,85809,525406085.11,2459
2024-11-05,B028,53962,328571443.46,1553
2024-11-05,B029,118331,728546355.65,3548
2024-11-05,B030,84709,519288105.44,2554
2024-11-05,B031,118243,731910875.97,3449
2024-11-05,B032,70573,431718708.56,2123
2024-11-05,B033,57334,347621263.49,1663
2024-11-05,B034,64387,393090573.36,1856
2024-11-05,B035,92763,573532561.04,2753
2024-11-05,B036,125188,769990483.11,3630
2024-11-05,B037,101398,620129502.21,2955
2024-11-05,B038,118942,731164209.25,3541
2024-11-05,B039,53824,329235599.2,1574
2024-11-05,B040,113565,699415249.61,3379
2024-11-05,B041,85731,527128075.9,2393
2024-11-05,B042,149171,913848966.09,4441
2024-11-05,B043,62229,384685159.32,1847
2024-11-05,B044,90964,557812565.2,2719
2024-11-05,B045,86835,532431849.72,2544
