txn_date,biller_id,txn_value,txn_amount
2024-10-26,B020,69149,96493193.6
2024-10-26,B021,75349,123599661.05
2024-10-26,B022,72727,92629925.11
2024-10-26,B023,76125,121101739.85
2024-10-26,B024,76903,118981807.97
2024-10-26,B025,80496,117872308.55
2024-10-26,B026,67039,91309770.81
2024-10-26,B027,75002,94404329.68
2024-10-26,B028,71537,125422481.4
2024-10-26,B029,73336,112090064.87
2024-10-26,B030,78748,116228071.16
2024-10-26,B031,79593,107319649.06
2024-10-26,B032,82588,117546801.28
2024-10-26,B033,76351,110336498.94
2024-10-26,B034,73219,108838769.5
2024-10-26,B035,72000,111409714.74
2024-10-26,B036,64110,82692701.95
2024-10-26,B037,82068,97512844.92
2024-10-26,B038,71741,102678596.72
2024-10-26,B039,76292,87648068.89
2024-10-26,B040,77654,105831829.28
2024-10-26,B041,66418,88525699.57
2024-10-26,B042,68355,102734919.37
2024-10-26,B043,83195,149534400.51
2024-10-26,B044,75674,84903162.43
2024-10-26,B045,70273,130806278.21
2024-10-26,B046,72900,100438660.3
2024-10-26,B047,81082,119776272.42
2024-10-26,B048,79514,95066897.11
2024-10-26,B049,65536,104653173.61
2024-10-26,B050,84287,120016822.73
2024-10-26,B051,79409,111682854.53
2024-10-26,B052,72364,81259708.26
2024-10-26,B053,67245,96122734.56
2024-10-26,B054,79924,125336630.05
2024-10-26,B055,76214,104964197.16
2024-10-26,B056,65999,107659243.66
2024-10-26,B057,72181,117161327.2
2024-10-26,B058,94258,123659501.57
2024-10-26,B059,73463,126042999.82
2024-10-26,B060,69754,99368756.02
2024-10-26,B061,67834,96685220.32
2024-10-26,B062,85625,122766308.74
2024-10-26,B063,79131,113052258.12
2024-10-26,B064,83081,85852233.97
2024-10-26,B065,74613,103387241.32
2024-10-26,B066,81127,97589492.37
2024-10-26,B067,68890,118640615.99
2024-10-26,B068,74297,127335853.17
2024-10-26,B069,75501,118487334.99
2024-10-26,B070,82573,113692136.02
2024-10-26,B071,75542,94836520.9
2024-10-26,B072,70145,91843164.08
2024-10-26,B073,73375,131253147.6
2024-10-26,B074,64072,83543824.68
2024-10-26,B075,61432,65607302.31
2024-10-26,B076,78798,126334740.24
2024-10-26,B077,71768,121744750.49
2024-10-26,B078,72331,125059079.89
2024-10-26,B079,78602,126144298.88
2024-10-26,B080,82209,134541771.88
2024-10-26,B081,76411,108951881.4
2024-10-26,B082,86004,94979958.67
2024-10-26,B083,76316,108489773.58
2024-10-26,B084,75357,115036921.03
2024-10-26,B085,75446,105173602.06
2024-10-26,B086,66540,92252604.2
2024-10-26,B087,80127,101123878.72
2024-10-26,B088,60418,75906779.4
2024-10-26,B089,69786,123277611.27
2024-10-26,B090,73520,130439121.82
2024-10-26,B091,69421,98327066.55
2024-10-26,B092,70972,104010914.6
2024-10-26,B093,85120,107209689.83
2024-10-26,B094,80579,123319016.48
2024-10-26,B095,69348,121355321.5
2024-10-26,B096,70531,83177111.84
2024-10-26,B097,66081,98985644.47
2024-10-26,B098,77525,117179940.94
2024-10-26,B099,71921,108560611.92
2024-10-26,B100,62649,108106128.47
2024-10-27,B001,84461,110906243.97
2024-10-27,B002,70949,102672408.14
2024-10-27,B003,76364,92149030.74
2024-10-27,B004,72585,101251397.38
2024-10-27,B005,68169,71312094.59
2024-10-27,B006,73679,86485040.69
2024-10-27,B007,75677,103154146.56
2024-10-27,B008,72724,137018123.78
2024-10-27,B009,67487,77036042.28
2024-10-27,B010,69451,84759630.4
2024-10-27,B011,69535,101116242.87
2024-10-27,B012,67277,117869343.16
2024-10-27,B013,73697,106980905.84
2024-10-27,B014,74112,114235494.71
2024-10-27,B015,77565,105533814.74
2024-10-27,B016,67103,89423341.41
2024-10-27,B017,68906,98596223.06
2024-10-27,B018,81906,107233113.7
2024-10-27,B019,71357,110281406.91
2024-10-27,B020,72414,84611872.95
2024-10-27,B021,70705,111468530.31
2024-10-27,B022,78923,112349868.83
2024-10-27,B023,79220,109386760.55
2024-10-27,B024,78716,91571113.51
2024-10-27,B025,71844,90500016.87
2024-10-27,B026,67413,110288937.93
2024-10-27,B027,84624,116934460.43
2024-10-27,B028,77335,113293526.04
2024-10-27,B029,69591,88722984.59
2024-10-27,B030,80811,114097587.69
2024-10-27,B031,68518,82340724.46
2024-10-27,B032,80915,116025810.13
2024-10-27,B033,80527,119282784.64
2024-10-27,B034,66552,97991911.57
2024-10-27,B035,75611,96120169.24
2024-10-27,B036,76660,104246836.81
2024-10-27,B037,88612,133908691.66
2024-10-27,B038,68051,94001664.41
2024-10-27,B039,80594,110318885.96
2024-10-27,B040,71913,128034626.15
2024-10-27,B041,65027,82196395.44
2024-10-27,B042,71553,115412910.74
2024-10-27,B043,72164,89015205.46
2024-10-27,B044,66054,101237971.16
2024-10-27,B045,74026,114185265.57
2024-10-27,B046,77495,103275190.26
2024-10-27,B047,73791,90338807.19
2024-10-27,B048,68940,77108394.49
2024-10-27,B049,71268,93790293.87
2024-10-27,B050,72327,109155264.89
2024-10-27,B051,73211,91145568.3
2024-10-27,B052,78970,113196974.6
2024-10-27,B053,73505,87235331.92
2024-10-27,B054,63684,87732669.7
2024-10-27,B055,68264,84281707.51
2024-10-27,B056,72648,101971746.13
2024-10-27,B057,79039,105450267.24
2024-10-27,B058,79978,98232315.19
2024-10-27,B059,82599,108132825.0
2024-10-27,B060,72579,91927881.81
2024-10-27,B061,76307,92344051.24
2024-10-27,B062,63717,102802377.27
2024-10-27,B063,74676,101328260.2
2024-10-27,B064,66089,71891845.27
2024-10-27,B065,71655,94207219.11
2024-10-27,B066,91723,145033702.63
2024-10-27,B067,74150,95885484.4
2024-10-27,B068,67183,113929186.09
2024-10-27,B069,74724,95528960.72
2024-10-27,B070,69145,104067766.89
2024-10-27,B071,66491,106686092.35
2024-10-27,B072,84950,127041486.8
2024-10-27,B073,78339,94116545.72
2024-10-27,B074,74355,94083460.59
2024-10-27,B075,70175,114414545.53
2024-10-27,B076,69761,89742935.9
2024-10-27,B077,81694,130124191.99
2024-10-27,B078,73847,99363892.65
2024-10-27,B079,55778,80381140.74
2024-10-27,B080,86953,104319931.92
2024-10-27,B081,73061,96228943.05
2024-10-27,B082,74252,94713403.22
2024-10-27,B083,78859,114796498.41
2024-10-27,B084,74675,106992276.51
2024-10-27,B085,76324,114312165.53
2024-10-27,B086,69667,93064390.41
2024-10-27,B087,65083,82472371.46
2024-10-27,B088,73287,106137805.97
2024-10-27,B089,80798,101172716.47
2024-10-27,B090,68521,110495914.43
2024-10-27,B091,68097,95165554.03
2024-10-27,B092,79719,108613891.56
2024-10-27,B093,69370,103891090.96
2024-10-27,B094,69367,97385281.59
2024-10-27,B095,69850,81110421.58
2024-10-27,B096,71583,89292152.29
2024-10-27,B097,63352,101906843.54
2024-10-27,B098,69215,99058570.84
2024-10-27,B099,73209,84771364.58
2024-10-27,B100,73427,108524151.14
2024-10-28,B001,80491,106190850.11
2024-10-28,B002,78179,107654877.99
2024-10-28,B003,76372,100783778.31
2024-10-28,B004,91104,127822342.76
2024-10-28,B005,71496,118515810.23
2024-10-28,B006,78756,150136358.49
2024-10-28,B007,84676,131201785.96
2024-10-28,B008,95113,153554029.14
2024-10-28,B009,87729,152726904.91
2024-10-28,B010,78706,114894176.07
2024-10-28,B011,95088,162659727.83
2024-10-28,B012,75384,117461516.74
2024-10-28,B013,85775,123647360.58
2024-10-28,B014,87541,129356965.24
2024-10-28,B015,78058,88882002.95
2024-10-28,B016,88782,130277372.75
2024-10-28,B017,80472,94735345.91
2024-10-28,B018,88937,103681482.54
2024-10-28,B019,72333,104883842.43
2024-10-28,B020,85980,106575414.9
2024-10-28,B021,80816,114405469.9
2024-10-28,B022,91818,132270368.65
2024-10-28,B023,83657,121160805.46
2024-10-28,B024,93207,118481381.88
2024-10-28,B025,88002,138882604.37
2024-10-28,B026,83499,117044476.47
2024-10-28,B027,89493,133689115.05
2024-10-28,B028,89494,109840180.67
2024-10-28,B029,87243,120992141.58
2024-10-28,B030,69378,112131549.19
2024-10-28,B031,77440,123266950.74
2024-10-28,B032,94280,121391581.63
2024-10-28,B033,75825,100623783.55
2024-10-28,B034,90183,113479943.0
2024-10-28,B035,88911,116430426.27
2024-10-28,B036,79535,95272065.64
2024-10-28,B037,71668,99872144.73
2024-10-28,B038,80513,123078559.41
2024-10-28,B039,98914,127545353.88
2024-10-28,B040,78482,109993813.27
2024-10-28,B041,78729,108633446.9
2024-10-28,B042,76817,123527992.91
2024-10-28,B043,92678,122017890.24
2024-10-28,B044,82695,109350769.46
2024-10-28,B045,80534,103088155.02
2024-10-28,B046,93967,116148563.37
2024-10-28,B047,87555,132184271.1
2024-10-28,B048,77720,108345685.26
2024-10-28,B049,76427,108999227.61
2024-10-28,B050,91818,151592025.8
2024-10-28,B051,83899,139475778.81
2024-10-28,B052,74842,87030504.51
2024-10-28,B053,72774,111444475.06
2024-10-28,B054,76644,111572715.07
2024-10-28,B055,76246,102207147.45
2024-10-28,B056,71584,105490531.89
2024-10-28,B057,77011,88695562.21
2024-10-28,B058,78377,132353341.28
2024-10-28,B059,81237,122436395.66
2024-10-28,B060,96132,122771646.04
2024-10-28,B061,82394,108819545.9
2024-10-28,B062,83101,95976822.92
2024-10-28,B063,87364,119203963.45
2024-10-28,B064,82636,110492225.35
2024-10-28,B065,87055,105209587.53
2024-10-28,B066,85987,133730685.26
2024-10-28,B067,84941,140274348.42
2024-10-28,B068,104942,148198432.19
2024-10-28,B069,90552,123677110.44
2024-10-28,B070,77001,114943894.69
2024-10-28,B071,86298,121982467.25
2024-10-28,B072,78951,98238036.45
2024-10-28,B073,86996,113973772.74
2024-10-28,B074,75201,102824102.32
2024-10-28,B075,76832,112149318.85
2024-10-28,B076,86480,122665502.07
2024-10-28,B077,90585,131625469.58
2024-10-28,B078,87175,102859688.36
2024-10-28,B079,89628,137540920.5
2024-10-28,B080,86322,122354427.01
2024-10-28,B081,84747,163109704.78
2024-10-28,B082,80511,108886414.78
2024-10-28,B083,89499,131824309.51
2024-10-28,B084,91020,181093439.44
2024-10-28,B085,83347,120871885.52
2024-10-28,B086,83193,116918267.34
2024-10-28,B087,95838,120621339.69
2024-10-28,B088,83626,142333659.57
2024-10-28,B089,84230,103843664.06
2024-10-28,B090,87144,129962248.07
2024-10-28,B091,83485,111750411.12
2024-10-28,B092,78458,108665099.87
2024-10-28,B093,86462,103261098.21
2024-10-28,B094,84020,139862207.86
2024-10-28,B095,97254,133275446.38
2024-10-28,B096,89569,109686477.85
2024-10-28,B097,79972,131686884.95
2024-10-28,B098,88824,118461503.43
2024-10-28,B099,86561,127667575.43
2024-10-28,B100,93240,146141357.6
2024-10-29,B001,85954,118263705.89
2024-10-29,B002,68633,89065213.98
2024-10-29,B003,87280,108000739.64
2024-10-29,B004,81752,127053174.85
2024-10-29,B005,80448,97536508.36
2024-10-29,B006,81439,117256087.62
2024-10-29,B007,72449,95705193.15
2024-10-29,B008,83767,111432201.97
2024-10-29,B009,74369,92299582.72
2024-10-29,B010,80028,105252878.1
2024-10-29,B011,83881,118971526.43
2024-10-29,B012,90037,131221369.45
2024-10-29,B013,76932,99194085.75
2024-10-29,B014,92864,130145298.23
2024-10-29,B015,88936,140184458.72
2024-10-29,B016,79782,92592677.72
2024-10-29,B017,75342,106667129.63
2024-10-29,B018,73054,92345076.92
2024-10-29,B019,84663,105718948.72
2024-10-29,B020,77905,113890685.96
2024-10-29,B021,90671,120329639.24
2024-10-29,B022,77778,95227600.0
2024-10-29,B023,76259,126656285.02
2024-10-29,B024,83642,132341288.39
2024-10-29,B025,77660,87259914.3
2024-10-29,B026,82155,97524527.22
2024-10-29,B027,88791,135088175.63
2024-10-29,B028,83132,113826165.66
2024-10-29,B029,83339,141374607.79
2024-10-29,B030,83895,127990233.57
2024-10-29,B031,71782,105424724.58
2024-10-29,B032,84750,106219722.16
2024-10-29,B033,83326,125231125.84
2024-10-29,B034,88693,107825790.08
2024-10-29,B035,86601,143504771.12
2024-10-29,B036,80340,119743485.7
2024-10-29,B037,89134,114387151.69
2024-10-29,B038,80457,125550961.97
2024-10-29,B039,84004,155753554.53
2024-10-29,B040,80274,110803604.65
2024-10-29,B041,85822,129898391.71
2024-10-29,B042,79833,107398370.58
2024-10-29,B043,94008,134565319.39
2024-10-29,B044,96817,114477927.04
2024-10-29,B045,88254,125033669.24
2024-10-29,B046,93241,132800020.94
2024-10-29,B047,73184,128674264.18
2024-10-29,B048,73477,83931386.24
2024-10-29,B049,80195,109857352.6
2024-10-29,B050,82376,136223344.06
2024-10-29,B051,80758,111149042.39
2024-10-29,B052,72302,100355449.97
2024-10-29,B053,90473,115988141.41
2024-10-29,B054,97714,123786681.66
2024-10-29,B055,91283,103885537.81
2024-10-29,B056,89888,118094623.5
2024-10-29,B057,84004,105696247.01
2024-10-29,B058,77626,111552424.88
2024-10-29,B059,83271,107340684.22
2024-10-29,B060,97447,130345067.37
2024-10-29,B061,79787,107074356.4
2024-10-29,B062,79224,111600668.2
2024-10-29,B063,90035,119725711.48
2024-10-29,B064,90615,113027709.73
2024-10-29,B065,76940,110139246.95
2024-10-29,B066,80467,129589624.71
2024-10-29,B067,79182,113930945.06
2024-10-29,B068,82961,109247914.14
2024-10-29,B069,90453,126277313.1
2024-10-29,B070,77018,85318456.64
2024-10-29,B071,89662,124929089.34
2024-10-29,B072,82789,111796499.97
2024-10-29,B073,98942,125329485.43
2024-10-29,B074,84901,109909977.63
2024-10-29,B075,81551,109994242.91
2024-10-29,B076,86212,137597388.75
2024-10-29,B077,80061,129316601.16
2024-10-29,B078,71286,90355556.18
2024-10-29,B079,80899,107711865.97
2024-10-29,B080,80946,108104575.12
2024-10-29,B081,72559,113292510.42
2024-10-29,B082,81303,117222199.95
2024-10-29,B083,69747,99926685.14
2024-10-29,B084,80038,120938313.71
2024-10-29,B085,84097,110922178.58
2024-10-29,B086,83306,139019545.77
2024-10-29,B087,79651,112828933.44
2024-10-29,B088,82032,104881117.82
2024-10-29,B089,77134,106315906.91
2024-10-29,B090,82546,135587161.07
2024-10-29,B091,83035,111795658.29
2024-10-29,B092,77295,122732081.73
2024-10-29,B093,83882,110255139.52
2024-10-29,B094,83968,108525341.32
2024-10-29,B095,81270,124630855.24
2024-10-29,B096,100388,128072120.54
2024-10-29,B097,81481,127421727.01
2024-10-29,B098,80510,118985792.62
2024-10-29,B099,79778,101783100.26
2024-10-29,B100,76008,106771714.36
2024-10-30,B001,99135,176100603.76
2024-10-30,B002,106624,167525506.16
2024-10-30,B003,120512,162726068.73
2024-10-30,B004,100489,151156388.55
2024-10-30,B005,108307,141988746.84
2024-10-30,B006,103897,163393608.95
2024-10-30,B007,104918,168606099.43
2024-10-30,B008,103391,155986649.42
2024-10-30,B009,97156,155876033.86
2024-10-30,B010,106515,174522159.97
2024-10-30,B011,101021,162371937.96
2024-10-30,B012,96664,130424585.19
2024-10-30,B013,112563,170180408.64
2024-10-30,B014,104429,170959438.71
2024-10-30,B015,101939,192011979.54
2024-10-30,B016,115234,173828904.74
2024-10-30,B017,89547,149097761.31
2024-10-30,B018,114182,197731421.31
2024-10-30,B019,96504,146896299.21
2024-10-30,B020,106015,189639950.89
2024-10-30,B021,98842,177953313.33
2024-10-30,B022,96415,177335907.24
2024-10-30,B023,116179,191307431.16
2024-10-30,B024,120661,249619856.47
2024-10-30,B025,102356,148170066.95
2024-10-30,B026,107104,215385057.46
2024-10-30,B027,104508,178608689.01
2024-10-30,B028,119643,219005434.47
2024-10-30,B029,87724,131568647.21
2024-10-30,B030,106921,184410631.53
2024-10-30,B031,97982,181228459.73
2024-10-30,B032,86274,118011608.49
2024-10-30,B033,101187,154641400.61
2024-10-30,B034,120166,144844615.91
2024-10-30,B035,98701,150570720.38
2024-10-30,B036,110695,156427938.05
2024-10-30,B037,114262,173486483.31
2024-10-30,B038,103396,228867042.69
2024-10-30,B039,105428,201926229.88
2024-10-30,B040,90603,118805936.53
2024-10-30,B041,98817,164629255.06
2024-10-30,B042,111566,191373273.1
2024-10-30,B043,104330,156139378.13
2024-10-30,B044,106953,170293625.13
2024-10-30,B045,105561,170058858.84
2024-10-30,B046,123609,163901846.05
2024-10-30,B047,100843,138870672.35
2024-10-30,B048,118660,188797615.31
2024-10-30,B049,105030,165655790.24
2024-10-30,B050,119656,171285403.12
2024-10-30,B051,94356,133685159.82
2024-10-30,B052,106145,163656599.94
2024-10-30,B053,100516,174232878.92
2024-10-30,B054,105057,162237696.68
2024-10-30,B055,115030,217817688.02
2024-10-30,B056,107133,153593629.21
2024-10-30,B057,114626,182835270.57
2024-10-30,B058,98115,146549398.74
2024-10-30,B059,97466,163007574.43
2024-10-30,B060,104179,147829234.03
2024-10-30,B061,103864,203997520.09
2024-10-30,B062,102437,130335545.32
2024-10-30,B063,96169,184141124.57
2024-10-30,B064,114437,180288947.07
2024-10-30,B065,100544,167439844.3
2024-10-30,B066,116650,213376613.45
2024-10-30,B067,104197,179997052.07
2024-10-30,B068,109744,156692441.08
2024-10-30,B069,109029,182611766.42
2024-10-30,B070,97502,190129900.07
2024-10-30,B071,107096,150052972.06
2024-10-30,B072,121008,243180954.82
2024-10-30,B073,106545,173918967.24
2024-10-30,B074,111831,165461613.67
2024-10-30,B075,110560,154794958.02
2024-10-30,B076,106100,160987279.49
2024-10-30,B077,105690,130270705.73
2024-10-30,B078,109259,162005393.84
2024-10-30,B079,111291,168062322.69
2024-10-30,B080,93534,128141244.02
2024-10-30,B081,105162,179285803.03
2024-10-30,B082,102185,155131120.38
2024-10-30,B083,100599,145268641.42
2024-10-30,B084,115028,172409637.84
2024-10-30,B085,97468,158519049.4
2024-10-30,B086,93158,146470094.92
2024-10-30,B087,111270,159426089.39
2024-10-30,B088,93053,147228440.27
2024-10-30,B089,89027,137909315.54
2024-10-30,B090,111074,150987748.07
2024-10-30,B091,105106,158235836.67
2024-10-30,B092,108641,181509358.93
2024-10-30,B093,100443,167667818.2
2024-10-30,B094,93663,142002586.17
2024-10-30,B095,94269,159349975.75
2024-10-30,B096,101694,140908592.56
2024-10-30,B097,93566,130129002.44
2024-10-30,B098,107206,162120417.57
2024-10-30,B099,99370,185359271.4
2024-10-30,B100,105840,168217278.94
2024-10-31,B001,108878,165794384.58
2024-10-31,B002,126893,242426394.14
2024-10-31,B003,109507,169961695.16
2024-10-31,B004,133916,214008440.99
2024-10-31,B005,107454,144343906.83
2024-10-31,B006,103083,156648876.18
2024-10-31,B007,110506,179121625.66
2024-10-31,B008,109653,166391394.32
2024-10-31,B009,105396,157780609.72
2024-10-31,B010,137758,227348467.37
2024-10-31,B011,114884,218646873.52
2024-10-31,B012,116131,187517364.17
2024-10-31,B013,107254,195245642.02
2024-10-31,B014,107228,183333327.03
2024-10-31,B015,120587,217946615.64
2024-10-31,B016,97869,144346941.86
2024-10-31,B017,102088,158026090.37
2024-10-31,B018,110211,170685066.67
2024-10-31,B019,125119,211997570.38
2024-10-31,B020,108615,189550469.62
2024-10-31,B021,115042,185315593.66
2024-10-31,B022,111755,197013060.96
2024-10-31,B023,124281,184325204.79
2024-10-31,B024,98697,174174229.73
2024-10-31,B025,118443,212318016.09
2024-10-31,B026,110123,189550171.31
2024-10-31,B027,121269,195560120.5
2024-10-31,B028,105006,181521218.39
2024-10-31,B029,112278,160044782.1
2024-10-31,B030,111234,180764634.56
2024-10-31,B031,103225,169818223.31
2024-10-31,B032,100655,136171239.77
2024-10-31,B033,106449,178818686.67
2024-10-31,B034,112970,154318756.55
2024-10-31,B035,105612,159202673.52
2024-10-31,B036,108745,173388244.57
2024-10-31,B037,96231,139884830.71
2024-10-31,B038,109647,175726509.06
2024-10-31,B039,121567,194456531.82
2024-10-31,B040,118746,170770614.91
2024-10-31,B041,111126,188779164.3
2024-10-31,B042,114745,166129857.38
2024-10-31,B043,104741,218722504.26
2024-10-31,B044,128046,200538926.87
2024-10-31,B045,132536,182738335.79
2024-10-31,B046,113272,159720794.31
2024-10-31,B047,137416,250254584.68
2024-10-31,B048,106038,160205214.46
2024-10-31,B049,101708,137031464.46
2024-10-31,B050,105396,185290798.68
2024-10-31,B051,110051,166140080.26
2024-10-31,B052,134718,231215530.37
2024-10-31,B053,109142,193770403.5
2024-10-31,B054,104645,171617052.46
2024-10-31,B055,103906,219807418.62
2024-10-31,B056,122075,157499576.93
2024-10-31,B057,120947,173982494.08
2024-10-31,B058,107616,165606020.39
2024-10-31,B059,96796,201482545.71
2024-10-31,B060,102673,202161268.63
2024-10-31,B061,128568,238139613.41
2024-10-31,B062,118260,170604323.7
2024-10-31,B063,112484,164558393.33
2024-10-31,B064,130098,186908103.27
2024-10-31,B065,131241,189574173.05
2024-10-31,B066,111672,211970437.12
2024-10-31,B067,112201,172914302.8
2024-10-31,B068,107547,168393658.36
2024-10-31,B069,109584,190828296.82
2024-10-31,B070,99492,129309679.45
2024-10-31,B071,99553,158977697.57
2024-10-31,B072,97654,135851485.81
2024-10-31,B073,122287,187316034.02
2024-10-31,B074,98523,145718372.22
2024-10-31,B075,130864,192357801.6
2024-10-31,B076,105807,172507852.63
2024-10-31,B077,128971,210164265.68
2024-10-31,B078,108305,167390450.7
2024-10-31,B079,98556,163508225.35
2024-10-31,B080,123661,176808365.84
2024-10-31,B081,125082,215404162.24
2024-10-31,B082,105059,162639236.64
2024-10-31,B083,109517,163988519.48
2024-10-31,B084,104429,150639959.96
2024-10-31,B085,110837,170860805.08
2024-10-31,B086,113173,224786394.51
2024-10-31,B087,108863,171442651.97
2024-10-31,B088,96708,133770275.41
2024-10-31,B089,106637,188942945.3
2024-10-31,B090,118156,177173704.78
2024-10-31,B091,110271,181045487.93
2024-10-31,B092,109036,160895501.97
2024-10-31,B093,103774,192032478.56
2024-10-31,B094,107140,158380676.63
2024-10-31,B095,125485,235494003.02
2024-10-31,B096,102266,143082623.92
2024-10-31,B097,118456,181480657.66
2024-10-31,B098,112236,210684036.3
2024-10-31,B099,114739,185786311.82
2024-10-31,B100,105893,220690512.62
2024-11-01,B001,90606,129614506.72
2024-11-01,B002,94426,118980614.42
2024-11-01,B003,108179,147545662.29
2024-11-01,B004,82423,127242087.68
2024-11-01,B005,81655,119737867.21
2024-11-01,B006,86922,141568596.84
2024-11-01,B007,98997,164014185.16
2024-11-01,B008,81881,117220048.12
2024-11-01,B009,96825,114398462.82
2024-11-01,B010,96809,130450638.76
2024-11-01,B011,109336,159453975.67
2024-11-01,B012,100572,135199000.86
2024-11-01,B013,95027,123551551.15
2024-11-01,B014,102935,153165697.57
2024-11-01,B015,96924,191447930.72
2024-11-01,B016,88865,123666463.07
2024-11-01,B017,85103,125534160.42
2024-11-01,B018,88587,111675031.08
2024-11-01,B019,92923,159179365.4
2024-11-01,B020,94529,154922991.09
2024-11-01,B021,77992,126766483.95
2024-11-01,B022,90956,158001369.59
2024-11-01,B023,92764,130038427.35
2024-11-01,B024,97185,138293546.02
2024-11-01,B025,105199,190583715.45
2024-11-01,B026,94336,150181202.29
2024-11-01,B027,85689,96879716.69
2024-11-01,B028,80097,124819569.2
2024-11-01,B029,98218,135157134.59
2024-11-01,B030,86165,141612862.29
2024-11-01,B031,99823,154691653.74
2024-11-01,B032,103893,124405789.99
2024-11-01,B033,82282,125394444.26
2024-11-01,B034,96751,146418407.2
2024-11-01,B035,102642,158208698.01
2024-11-01,B036,100758,159307674.99
2024-11-01,B037,78678,138924666.67
2024-11-01,B038,86644,134360539.39
2024-11-01,B039,83855,124075377.36
2024-11-01,B040,96306,163096012.23
2024-11-01,B041,95842,185097408.68
2024-11-01,B042,75034,123569304.1
2024-11-01,B043,90652,137115696.01
2024-11-01,B044,98198,152618576.6
2024-11-01,B045,93594,142414790.7
2024-11-01,B046,93981,138985161.39
2024-11-01,B047,89905,172022690.21
2024-11-01,B048,85207,114921526.37
2024-11-01,B049,92801,157291134.16
2024-11-01,B050,92744,134800041.6
2024-11-01,B051,97624,120605561.11
2024-11-01,B052,98113,141538827.29
2024-11-01,B053,93492,129193993.71
2024-11-01,B054,101061,159826028.85
2024-11-01,B055,89975,134228048.99
2024-11-01,B056,82196,107287886.15
2024-11-01,B057,96085,169153484.8
2024-11-01,B058,93474,157205164.76
2024-11-01,B059,96132,171588855.74
2024-11-01,B060,84037,127580210.48
2024-11-01,B061,106651,156698908.53
2024-11-01,B062,98467,158095780.56
2024-11-01,B063,90880,125122753.48
2024-11-01,B064,86030,128941079.25
2024-11-01,B065,100876,145745656.35
2024-11-01,B066,84828,105041329.79
2024-11-01,B067,111130,166508719.7
2024-11-01,B068,87910,123032662.35
2024-11-01,B069,106490,152627018.14
2024-11-01,B070,91318,140759737.1
2024-11-01,B071,105068,180614344.82
2024-11-01,B072,87993,117267445.58
2024-11-01,B073,93083,131914886.22
2024-11-01,B074,99484,133919548.39
2024-11-01,B075,97496,130222172.61
2024-11-01,B076,101134,138955040.03
2024-11-01,B077,88622,127722307.01
2024-11-01,B078,93022,147259001.88
2024-11-01,B079,102706,157492267.28
2024-11-01,B080,87342,113529298.23
2024-11-01,B081,96939,167073441.37
2024-11-01,B082,90977,150353401.78
2024-11-01,B083,94462,125099283.5
2024-11-01,B084,93115,159139460.25
2024-11-01,B085,86939,133418614.63
2024-11-01,B086,90704,131351791.09
2024-11-01,B087,93218,143590108.55
2024-11-01,B088,91820,135069569.35
2024-11-01,B089,105208,165736820.64
2024-11-01,B090,100825,152157555.66
2024-11-01,B091,94899,134474470.78
2024-11-01,B092,86924,100583405.96
2024-11-01,B093,86919,136631959.82
2024-11-01,B094,108510,153094600.17
2024-11-01,B095,85212,138040648.07
2024-11-01,B096,93372,145976383.64
2024-11-01,B097,94968,134407014.54
2024-11-01,B098,90229,150529909.24
2024-11-01,B099,85826,129794875.19
2024-11-01,B100,87254,131303689.13
2024-11-02,B001,68160,118182753.96
2024-11-02,B002,78944,108480412.58
2024-11-02,B003,65039,116630020.63
2024-11-02,B004,67169,89272880.05
2024-11-02,B005,62383,103864585.64
2024-11-02,B006,72259,82761021.58
2024-11-02,B007,65830,88542086.93
2024-11-02,B008,66738,87114620.65
2024-11-02,B009,66323,111034930.37
2024-11-02,B010,69451,98853083.71
2024-11-02,B011,61954,67128293.48
2024-11-02,B012,57602,68519964.37
2024-11-02,B013,71763,88467298.54
2024-11-02,B014,58338,90842127.76
2024-11-02,B015,73504,112699405.65
2024-11-02,B016,77593,104189640.78
2024-11-02,B017,68078,88731624.06
2024-11-02,B018,75934,115193641.75
2024-11-02,B019,68384,83127828.94
2024-11-02,B020,78162,114948855.66
2024-11-02,B021,66495,96796645.45
2024-11-02,B022,57129,76949128.92
2024-11-02,B023,68444,99935069.61
2024-11-02,B024,78810,111060448.87
2024-11-02,B025,71619,105830013.85
2024-11-02,B026,65758,77997165.19
2024-11-02,B027,70334,105401723.06
2024-11-02,B028,74315,117013392.95
2024-11-02,B029,68372,98915008.09
2024-11-02,B030,85197,127471848.84
2024-11-02,B031,66159,90890368.67
2024-11-02,B032,74347,115178909.36
2024-11-02,B033,72920,102306788.33
2024-11-02,B034,65116,78980482.39
2024-11-02,B035,66573,102258963.25
2024-11-02,B036,74580,85332743.85
2024-11-02,B037,69522,100119076.37
2024-11-02,B038,70773,94080824.95
2024-11-02,B039,60201,79415796.45
2024-11-02,B040,72192,102591112.8
2024-11-02,B041,70365,89959972.4
2024-11-02,B042,68781,101816857.88
2024-11-02,B043,71025,99547104.72
2024-11-02,B044,66530,86001189.05
2024-11-02,B045,65698,107386390.35
2024-11-02,B046,67651,96517030.29
2024-11-02,B047,66150,99325707.55
2024-11-02,B048,81634,134695935.99
2024-11-02,B049,73825,121571464.45
2024-11-02,B050,63596,94908023.84
2024-11-02,B051,80480,108036933.44
2024-11-02,B052,66067,77469812.69
2024-11-02,B053,69070,98564069.64
2024-11-02,B054,73771,117108310.94
